title,text
"The Beaverton Weekly Report: May 31, 2017 - The Beaverton","Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"The Beaverton Weekly Report: May 24, 2017 - The Beaverton","Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"Rejected Headlines: Episode 102, Eric Turkienicz - The Beaverton","Rejected Headlines is a podcast that interviews writers for The Beaverton about the worst stories and jokes they have ever pitched to the writers’ room. Ranging from the merely dumb to the morally detestable, the jokes on this podcast were never meant to see the light of day. But now, thanks to a strange breakdown in the editorial process, you get to listen to them! I hope we don’t regret recording these…"
"Rejected Headlines: Episode 101, Anthony Botelho - The Beaverton","Rejected Headlines is a podcast that interviews writers for The Beaverton about the worst stories and jokes they have ever pitched to the writers’ room. Ranging from the merely dumb to the morally detestable, the jokes on this podcast were never meant to see the light of day. But now, thanks to a strange breakdown in the editorial process, you get to listen to them! I hope we don’t regret recording these…"
Sports Unillustrated: Episode 109 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Sports Unillustrated: Episode 108 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Sports Unillustrated: Episode 107 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Sports Unillustrated: Episode 106 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Walking Tours: The Backrooms of The Royal Ontario Museum - The Beaverton,"From The Beaverton Podcast Network comes Walkabout, the first-ever free walking tour podcast! Featuring the smooth tones and British accent of Beaverton correspondent Marilla Wex, these walking tours get you up close and personal with some of the world’s most famous locations. If you’re one of the millions of people who’s sick of spending thousands of dollars a month on walking tours, Walkabout might just be the best thing that’s ever happened to you."
Walking Tours: The PATH - The Beaverton,"From The Beaverton Podcast Network comes Walkabout, the first-ever free walking tour podcast! Featuring the smooth tones and British accent of Beaverton correspondent Marilla Wex, these walking tours get you up close and personal with some of the world’s most famous locations. If you’re one of the millions of people who’s sick of spending thousands of dollars a month on walking tours, Walkabout might just be the best thing that’s ever happened to you."
Controversy erupts after retailer unveils line of sexy Handmaid's Tale Halloween costumes - The Beaverton,"SHENZHEN, CHINA – An online retailer finds itself in hot water after unveiling its line of ‘sexy’ Handmaid’s Tale Halloween costumes."
Stock photo of white guy wins Conservative leadership race - The Beaverton,"TORONTO – In a surprise upset yesterday, the Conservative Party of Canada elected a stock photo of a 30-something smiling white man as their party leader."
Rogers unveils new ‘Unlimited Cost’ cell phone plan - The Beaverton,TORONTO – Telecom giant Rogers Communications Inc. has expanded its selection of mobile plans by announcing its new “Unlimited Cost” option.
Conservative Leadership Convention anxiously awaits swimsuit competition - The Beaverton,TORONTO — The Conservative Leadership Convention has officially commenced in Ontario’s capital and attendees are waiting with great anticipation for the most important event during the two-day conference: the Candidates Swimsuit Competition.
Walking Tours: The PATH - The Beaverton,"From The Beaverton Podcast Network comes Walkabout, the first-ever free walking tour podcast! Featuring the smooth tones and British accent of Beaverton correspondent Marilla Wex, these walking tours get you up close and personal with some of the world’s most famous locations. If you’re one of the millions of people who’s sick of spending thousands of dollars a month on walking tours, Walkabout might just be the best thing that’s ever happened to you."
